100,100000002
262,102000031
262,102000049
262,102000045
262,102000034
262,102000035
262,102000048
262,102000046
262,102000047
262,105000145
262,102000297
262,102000205
262,102000053
262,102000051
172,107000012
262,102000204
262,102000136
262,102000203
172,100000104
262,102000207
262,102000052
262,102000206
262,102000286
172,107000003
262,102000208
262,105000144
262,105000136
262,105000132
262,105000130
262,105000131
262,105000135
262,105000133
262,105000134
262,105000143
262,105000139
262,105000137
262,105000138
262,105000142
262,105000140
262,105000141
262,106000232
262,106000072
262,106000002
262,105000482
262,105000149
262,105000147
262,105000148
262,105000481
262,105000150
262,105000480
262,106000001
262,105000485
262,105000483
262,105000484
262,105000550
360,118000008
472,101000036
262,106000078
262,106000074
262,106000029
472,101000057
472,101000328
262,106000073
472,102000072
472,112000054
262,106000077
262,106000076
472,112000127
571,111000010
262,106000075
571,111000012
571,111000089
262,106000231
262,106000085
262,106000081
262,106000079
571,111000091
571,111000094
262,106000080
571,111000097
571,111000099
262,106000083
262,106000082
5519,120000198
7022,100000057
262,106000049
7211,107000025
710,100000019
262,106000229
262,106000146
262,106000028
421,101000103
654,114000001
262,106000145
654,114000026
성동15,103900139
262,106000150
262,106000027
성동13,103000083
성동13,103900217
262,106000149
성동13,103900233
성동13,103900257
272,106000079
272,100000022
262,106000467
262,106000431
262,106000238
262,106000235
성동13,103900262
270,100000366
262,106000237
201,105000198
270,100000385
270,100000387
201,105000013
262,106000319
201,105000011
262,106000240
270,100000389
201,105000009
270,100000393
262,106000241
201,101000043
270,105000010
270,105000013
201,101000027
262,106000454
201,100000398
262,106000434
262,106000432
270,105000484
270,105000486
262,106000433
270,106000233
270,106000321
262,106000442
201,100000392
262,106000430
270,106000431
370,124000357
201,100000389
262,106000435
2412,103000082
2412,122000318
272,100000003
262,118000071
262,118000056
262,106000477
107,100000119
107,108000012
262,118000007
107,109000015
107,109000017
262,118000068
262,118000061
107,207000084
107,207000107
262,118000065
201,100000365
272,100000018
262,118000203
262,118000199
262,118000074
272,100000005
262,998501931
272,100000002
272,106000078
272,105000446
272,100000131
272,100000036
272,100000032
272,100000035
272,100000128
272,100000076
272,100000103
272,105000030
272,105000013
272,105000009
272,105000011
272,105000018
272,105000014
272,105000015
272,106000077
272,105000488
272,105000481
272,105000478
272,105000480
272,105000484
272,105000482
272,105000483
272,106000076
272,106000006
272,105000552
272,106000005
272,106000075
272,106000034
272,106000073
272,105000012
272,107000222
272,112000145
272,107000092
272,106000090
272,106000084
272,106000082
272,106000083
272,106000088
272,106000085
272,106000087
272,107000090
272,107000085
272,107000010
272,107000009
272,107000089
272,107000087
272,107000088
272,112000147
272,112000011
272,112000007
272,107000093
272,107000094
272,112000010
272,112000008
272,112000009
272,112000126
272,112000016
272,112000013
272,112000015
272,112000108
272,112000036
272,112000037
301,101000099
301,100000118
272,990071180
272,112000178
272,112000177
272,112000173
272,990011530
272,112000121
272,112000179
301,100000123
301,100000003
301,100000002
272,112000038
301,100000122
301,100000119
301,100000121
301,101000098
301,101000072
301,100000129
301,100000124
272,112000026
301,100000179
301,100000130
272,112000014
301,101000097
301,101000071
301,101000074
301,101000075
272,112000012
301,101000091
301,101000092
301,123000227
301,122000094
272,106000089
301,103000057
301,101000294
301,101000100
272,107000091
301,103000056
272,107000086
301,101000295
301,122000057
301,122000054
301,122000027
301,122000048
301,122000049
301,122000055
301,122000056
301,122000093
301,122000076
301,122000071
301,122000070
301,122000058
301,122000075
301,122000074
272,106000086
301,122000089
301,122000083
301,122000078
272,106000080
301,122000086
301,122000084
272,106000074
301,123000226
301,123000049
272,106000072
301,122000095
301,122000102
301,122000103
301,122000384
301,122000325
301,122000356
301,123000008
301,123000005
301,123000003
301,123000004
301,123000010
301,123000006
301,123000007
301,123000225
301,123000056
301,123000053
272,106000003
301,123000052
301,123000055
301,123000050
301,123000054
272,105000033
272,105000486
301,123000057
301,123000065
301,123000220
301,123000068
301,123000069
402,122000403
400,102000146
340,124000060
340,123000071
301,123000586
301,123000352
301,123000239
272,100000104
272,105000010
301,123000233
301,123000236
301,123000234
301,123000235
301,123000291
301,123000272
301,123000252
301,123000253
301,123000289
301,123000275
301,123000288
340,121000047
301,123000370
301,123000356
301,123000354
301,123000355
272,100000033
301,123000362
301,123000363
340,121000041
301,123000373
301,123000371
301,123000372
340,121000039
301,123000379
301,123000585
340,123000067
340,122000190
340,121000262
272,100000019
340,121000049
340,121000055
340,122000132
340,122000119
340,122000120
340,122000187
340,122000160
340,122000143
262,106000470
262,106000239
340,122000161
340,122000162
340,123000034
262,106000236
340,122000208
340,122000206
340,122000207
340,122000217
340,122000210
340,122000211
340,123000024
340,122000327
340,122000226
340,122000227
340,123000023
340,122000328
340,123000017
340,124000059
262,105000488
340,123000106
340,123000080
340,123000074
340,123000072
340,123000073
340,123000079
340,123000076
340,123000078
340,123000105
340,123000090
340,123000077
340,123000089
340,123000104
340,123000091
340,123000092
340,124000003
340,123000142
340,123000121
340,123000107
262,106000233
340,123000124
340,123000122
340,123000123
340,124000002
340,123000151
262,106000151
340,123000143
340,124000001
340,123000305
340,123000376
340,124000058
340,124000043
340,124000034
340,124000006
340,124000004
340,124000005
340,124000033
340,124000031
340,124000032
340,124000042
340,124000037
340,124000035
340,124000036
340,124000041
340,124000038
340,124000039
340,124000057
340,124000049
340,124000045
340,124000040
340,124000044
340,124000048
340,124000046
340,124000047
340,124000056
340,124000052
340,124000050
340,124000051
340,124000055
340,124000053
340,124000054
400,102000145
360,122000202
360,119000031
340,124000429
340,124000206
340,124000063
340,124000061
340,124000062
340,124000205
340,124000064
340,124000196
340,124000344
262,105000486
340,124000207
340,124000209
340,124000212
340,124000210
340,124000211
360,119000014
360,118000169
360,118000054
360,118000007
360,118000015
360,118000141
360,118000075
360,118000076
360,119000012
360,119000007
360,118000197
360,118000199
360,119000010
360,119000008
360,119000009
360,122000185
360,121000020
360,119000040
360,119000036
360,119000033
360,119000034
360,119000039
360,119000037
360,119000038
360,121000018
360,121000011
360,119000041
360,119000293
360,121000014
360,121000012
360,121000013
360,122000184
360,122000098
360,121000023
360,121000021
360,121000022
360,122000093
360,121000024
360,121000114
360,122000181
360,122000157
360,122000115
360,122000156
360,122000180
360,122000174
360,122000177
400,102000143
400,101000025
360,122000201
360,123000010
360,123000004
360,122000356
360,123000003
360,123000009
360,123000005
360,123000007
360,123000015
360,123000006
360,123000008
360,123000011
360,123000014
360,123000012
360,123000013
400,101000023
360,123000056
360,123000052
360,123000016
360,123000049
360,123000055
360,123000053
360,123000054
360,123000660
360,123000068
360,123000057
360,123000065
360,123000436
360,123000069
360,123000050
400,102000142
400,102000098
400,102000063
400,101000114
400,101000035
400,101000058
400,102000067
400,102000049
400,102000050
400,102000088
400,102000072
400,102000068
400,102000071
400,102000087
400,102000085
400,102000086
400,102000137
400,102000108
400,102000102
400,102000099
400,102000100
400,102000106
400,102000103
400,102000105
400,102000141
400,102000135
400,102000112
400,102000114
400,102000140
400,102000138
400,102000139
402,122000319
401,122000281
400,121000009
400,121000006
400,102000179
400,102000165
400,102000157
400,102000147
400,102000156
400,102000164
400,102000161
400,102000163
400,102000173
400,102000170
400,102000166
400,102000168
400,102000172
400,102000171
400,102000169
400,121000005
400,102000186
400,102000182
400,102000180
400,102000181
400,102000185
400,102000178
400,102000184
400,102000189
400,102000190
400,102000187
400,102000188
400,121000004
400,102000241
400,121000002
401,101000043
400,121000289
400,121000016
400,121000010
400,121000007
400,121000008
400,121000014
400,121000011
400,121000012
400,121000233
400,121000213
400,121000215
400,121000217
400,121000231
400,121000218
400,121000219
400,121000013
401,100000035
400,122000264
400,121000299
400,121000222
401,100000031
400,122000408
400,998501975
401,101000040
401,101000005
401,100000105
400,121000015
401,101000035
401,101000027
401,101000031
401,122000280
401,122000070
401,121000018
401,102000056
400,102000183
401,101000048
401,101000049
401,102000055
401,101000290
401,102000054
401,121000017
400,102000167
401,102000057
401,102000058
401,102000061
401,102000060
401,102000062
401,122000035
401,121000303
401,121000019
401,121000020
401,121000107
401,121000302
401,121000114
401,102000059
401,122000034
401,122000016
401,122000015
400,102000162
401,122000028
401,122000017
401,122000018
400,102000107
401,122000102
400,102000155
401,122000074
401,122000029
401,122000071
401,122000083
400,102000158
401,122000075
401,122000095
401,122000086
401,122000084
400,102000144
401,122000094
401,122000089
400,102000115
401,122000279
401,122000256
401,122000133
401,122000103
400,102000113
401,122000142
400,102000109
401,122000139
401,122000278
401,122000258
401,122000141
401,122000257
401,122000277
401,122000276
401,122000137
402,122000348
402,102000074
401,123000354
401,123000237
400,102000101
401,122000297
400,102000104
401,122000291
401,122000303
401,122000299
401,122000300
401,122000388
400,101000113
401,122000337
401,122000338
400,101000043
401,122000348
401,122000386
401,123000352
401,123000252
401,123000243
400,101000027
401,123000238
401,123000275
401,123000244
360,122000148
401,123000296
401,123000289
401,123000288
360,122000114
360,121000107
401,123000291
401,123000295
402,102000073
402,101000005
401,123000373
401,123000356
401,123000355
360,121000019
401,123000372
401,123000370
401,123000371
401,123000585
401,123000378
360,121000017
401,123000377
401,123000583
401,123000379
401,123000582
402,102000072
402,101000266
402,101000030
401,123000586
402,101000029
402,101000265
402,101000028
402,101000035
402,102000071
402,102000066
402,101000290
402,102000064
402,102000068
402,102000067
402,102000065
402,122000338
402,122000127
402,121000010
402,102000082
402,102000077
402,102000075
402,102000076
402,102000081
402,102000078
402,102000079
402,121000006
402,121000005
402,102000249
402,102000250
402,121000009
402,121000007
402,121000008
402,122000213
402,122000116
402,121000013
402,121000011
402,121000012
402,121000194
402,121000014
402,121000015
402,122000212
402,122000125
402,122000123
402,122000124
402,122000135
402,122000126
402,122000134
402,122000337
402,122000253
402,122000246
402,122000219
402,122000214
402,122000220
402,122000223
402,122000225
402,122000245
402,121000016
402,122000250
402,122000248
402,122000249
402,122000252
402,122000251
402,122000247
402,122000318
402,122000278
402,102000080
402,122000254
402,122000256
402,122000277
402,122000276
402,101900006
402,122000301
402,122000281
402,122000279
402,122000280
402,122000299
402,122000291
402,122000297
110B,107000024
605,115000002
571,114000091
461,121000290
420,105000485
406,121000193
406,101000045
402,123000373
402,101000111
402,122000696
402,122000300
402,122000695
402,122000718
402,122000698
402,122000717
402,123000356
402,122000743
402,122000720
402,101000033
402,123000372
402,123000354
402,123000355
406,101000040
402,123000375
402,123000379
402,123000374
402,122000744
402,123000382
402,123000380
402,123000381
406,101000034
402,123000385
402,123000383
402,123000384
406,101000005
406,100000031
406,100000105
406,121000192
406,121000035
406,102000058
406,101000114
406,101000049
406,101000048
406,102000056
406,102000054
406,102000055
406,121000021
406,121000022
406,102000060
406,102000062
406,121000034
406,121000023
406,121000024
406,121000186
406,121000147
406,121000076
406,121000053
406,121000054
406,121000145
406,121000077
406,121000078
406,121000177
406,121000156
406,121000153
406,121000154
406,121000171
406,121000155
406,121000169
420,105000484
420,101000100
406,122000219
406,122000213
406,121000302
406,121000170
406,121000194
406,122000212
406,121000168
406,121000303
406,122000236
406,122000220
406,122000214
406,121000148
406,122000235
406,122000221
406,122000234
406,122000345
420,100000365
406,122000344
406,122000260
406,122000333
420,100000190
406,990075746
406,998501974
